,date,transect,quadrat,water depth,notes
845,5/8/14,M_1_W,26,,
846,5/8/14,M_1_W,29,,
847,5/8/14,M_1_W,37,,
848,5/8/14,M_1_W,38,,
849,5/8/14,M_2,4,,
850,5/8/14,M_2,9,,
851,5/8/14,M_2,22,,
852,5/8/14,M_2,23,,
853,5/8/14,M_2,37,,
854,5/8/14,M_3,3,,
855,5/8/14,M_3,11,,
856,5/8/14,M_3,25,,
857,5/8/14,M_3,32,,
858,5/8/14,M_3,50,,
859,5/9/14,C_1,1,,
860,5/9/14,C_1,5,,
861,5/9/14,C_1,40,,
862,5/9/14,C_1,45,,
863,5/9/14,C_1,52,,
864,5/12/14,M_4_N,19,,
865,5/12/14,M_4_N,26,,
866,5/12/14,M_4_N,44,,
867,5/12/14,M_4_N,48,,
868,5/12/14,M_4_N,50,,
869,5/12/14,M_4_S,9,,
870,5/12/14,M_4_S,30,,
871,5/12/14,M_4_S,41,,
872,5/12/14,M_4_S,43,,
873,5/12/14,M_4_S,49,,
874,5/15/14,C_2,1,,
875,5/15/14,C_2,30,,
876,5/15/14,C_2,41,,
877,5/15/14,C_2,42,,
878,5/15/14,C_2,46,,
879,5/15/14,M_4_C,3,,
880,5/15/14,M_4_C,12,,
881,5/15/14,M_4_C,16,,
882,5/15/14,M_4_C,22,,
883,5/15/14,M_4_C,34,,
884,7/15/14,M_1_W,14,,
885,7/15/14,M_1_W,30,,
886,7/15/14,M_1_W,32,,
887,7/15/14,M_1_W,33,,
888,7/15/14,M_1_W,41,,
889,7/15/14,M_4_C,13,,
890,7/15/14,M_4_C,23,,
891,7/15/14,M_4_C,29,,
892,7/15/14,M_4_C,45,,
893,7/15/14,M_4_C,55,,
894,7/15/14,M_4_N,20,,
895,7/15/14,M_4_N,23,,
896,7/15/14,M_4_N,32,,
897,7/15/14,M_4_N,53,,
898,7/15/14,M_4_N,56,,
899,7/18/14,C_1,14,,
900,7/18/14,C_1,30,,
901,7/18/14,C_1,32,,
902,7/18/14,C_1,33,,
903,7/18/14,C_1,41,,
904,7/18/14,M_4_S,12,,
905,7/18/14,M_4_S,14,,
906,7/18/14,M_4_S,16,,
907,7/18/14,M_4_S,17,,
908,7/18/14,M_4_S,NA,,
909,7/21/14,C_2,56,,
910,7/21/14,C_2,59,,
911,7/21/14,M_1_E,13,,
912,7/21/14,M_1_E,20,,
913,7/21/14,M_1_E,30,,
914,7/21/14,M_1_E,44,,
915,7/21/14,M_1_E,57,,
916,7/21/14,M_5,23,,
917,7/21/14,M_5,24,,
918,7/21/14,M_5,27,,
919,7/21/14,M_5,40,,
920,7/22/14,C_2,38,,
921,7/22/14,C_2,39,,
922,7/22/14,C_2,46,,
923,7/23/14,M_2,7,,
924,7/23/14,M_2,14,,
925,7/23/14,M_2,17,,
926,7/23/14,M_2,30,,
927,7/23/14,M_2,40,,
928,7/30/14,M_3,10,,
929,7/30/14,M_3,27,,
930,7/30/14,M_3,32,,
931,7/30/14,M_3,33,,
932,7/30/14,M_3,54,,
933,9/4/14,M_1_E,19,,
934,9/4/14,M_1_E,20,,
935,9/4/14,M_1_E,21,,
936,9/4/14,M_1_E,27,,
937,9/15/14,M_5,12,,
938,9/15/14,M_5,16,,
939,9/15/14,M_5,29,,
940,9/15/14,M_5,44,,
941,9/15/14,M_5,45,,
942,9/24/14,C_2,2,,
943,9/24/14,C_2,16,,
944,9/24/14,C_2,20,,
945,9/24/14,C_2,22,,
946,9/24/14,C_2,47,,
947,9/24/14,M_3,23,,
948,9/24/14,M_3,27,,
949,9/24/14,M_3,33,,
950,9/24/14,M_3,45,,
951,9/24/14,M_3,48,,
952,9/24/14,M_4_C,4,,
953,9/24/14,M_4_C,15,,
954,9/24/14,M_4_C,33,,
955,9/24/14,M_4_C,42,,
956,9/24/14,M_4_C,45,,
957,9/24/14,M_4_N,12,,
958,9/24/14,M_4_N,13,,
959,9/24/14,M_4_N,17,,
960,9/24/14,M_4_N,21,,
961,9/24/14,M_4_N,42,,
962,9/29/14,C_1,4,,
963,9/29/14,C_1,12,,
964,9/29/14,C_1,16,,
965,9/29/14,C_1,38,,
966,9/29/14,C_1,46,,
967,9/29/14,M_2,12,,
968,9/29/14,M_2,20,,
969,9/29/14,M_2,24,,
970,9/29/14,M_2,26,,
971,9/29/14,M_2,47,,
972,9/29/14,M_4_S,12,,
973,9/29/14,M_4_S,26,,
974,9/29/14,M_4_S,28,,
975,9/29/14,M_4_S,34,,
976,9/29/14,M_4_S,38,,
977,10/11/14,M_1_W,5,,
978,10/11/14,M_1_W,11,,
979,10/11/14,M_1_W,22,,
980,10/11/14,M_1_W,29,,
981,10/11/14,M_1_W,34,,
982,11/17/14,M_1_E,13,,
983,11/17/14,M_1_E,19,,
984,11/17/14,M_1_E,21,,
985,11/17/14,M_1_E,24,,
986,11/17/14,M_1_E,34,,
987,11/17/14,M_4_N,2,,
988,11/17/14,M_4_N,27,,
989,11/17/14,M_4_N,37,,
990,11/17/14,M_4_N,39,,
991,11/17/14,M_4_N,46,,
992,11/17/14,M_4_S,16,,
993,11/17/14,M_4_S,20,,
994,11/17/14,M_4_S,32,,
995,11/17/14,M_4_S,41,,
996,11/19/14,M_1_W,4,,
997,11/19/14,M_1_W,7,,
998,11/19/14,M_1_W,23,,
999,11/19/14,M_1_W,28,,
1000,11/19/14,M_1_W,30,,
1001,11/19/14,M_4_C,3,,
1002,11/19/14,M_4_C,15,,
1003,11/19/14,M_4_C,33,,
1004,11/19/14,M_4_C,39,,
1005,11/19/14,M_4_C,42,,
1006,11/19/14,M_5,16,,
1007,11/19/14,M_5,20,,
1008,11/19/14,M_5,23,,
1009,11/19/14,M_5,31,,
1010,11/19/14,M_5,49,,
1011,11/20/14,C_1,2,,
1012,11/20/14,C_1,3,,
1013,11/20/14,C_1,18,,
1014,11/20/14,C_1,25,,
1015,11/20/14,C_1,27,,
1016,11/20/14,C_1,29,,
1017,11/20/14,C_1,33,,
1018,11/20/14,M_2,39,,
1019,11/21/14,C_2,12,,
1020,11/21/14,C_2,13,,
1021,11/21/14,C_2,27,,
1022,11/21/14,C_2,46,,
1023,11/21/14,C_2,50,,
1024,11/21/14,M_2,1,,
1025,11/21/14,M_2,26,,
1026,11/21/14,M_2,27,,
1027,11/21/14,M_2,30,,
1028,11/21/14,M_3,3,,
1029,11/21/14,M_3,5,,
1030,11/21/14,M_3,9,,
1031,11/21/14,M_3,23,,
1032,11/21/14,M_3,47,,
1033,1/13/15,M_1_E,10,,
1034,1/13/15,M_1_E,12,,
1035,1/13/15,M_1_E,21,,
1036,1/13/15,M_1_E,27,,
1037,1/13/15,M_1_E,43,,
1038,1/15/15,C_1,7,,
1039,1/15/15,C_1,10,,
1040,1/15/15,C_1,17,,
1041,1/15/15,C_1,26,,
1042,1/15/15,C_1,45,,
1043,1/15/15,M_1_W,1,,
1044,1/15/15,M_1_W,8,,
1045,1/15/15,M_1_W,11,,
1046,1/15/15,M_1_W,14,,
1047,1/15/15,M_1_W,49,,
1048,1/22/15,M_2,2,,
1049,1/22/15,M_2,21,,
1050,1/22/15,M_2,35,,
1051,1/22/15,M_2,43,,
1052,1/22/15,M_2,50,,
1053,1/22/15,M_5,8,,
1054,1/22/15,M_5,36,,
1055,1/22/15,M_5,37,,
1056,1/22/15,M_5,48,,
1057,1/22/15,M_5,53,,
1058,2/4/15,C_2,8,,
1059,2/4/15,C_2,19,,
1060,2/4/15,C_2,36,,
1061,2/4/15,C_2,37,,
1062,2/4/15,C_2,41,,
1063,2/4/15,M_3,1,,
1064,2/4/15,M_3,2,,
1065,2/4/15,M_3,10,,
1066,2/4/15,M_3,26,,
1067,2/4/15,M_3,32,,
1068,2/4/15,M_4_C,8,,
1069,2/4/15,M_4_C,10,,
1070,2/4/15,M_4_C,28,,
1071,2/4/15,M_4_C,44,,
1072,2/4/15,M_4_C,46,,
1073,2/4/15,M_4_N,5,,
1074,2/4/15,M_4_N,9,,
1075,2/4/15,M_4_N,14,,
1076,2/4/15,M_4_N,16,,
1077,2/4/15,M_4_N,31,,
1078,2/4/15,M_4_S,4,,
1079,2/4/15,M_4_S,6,,
1080,2/4/15,M_4_S,8,,
1081,2/4/15,M_4_S,28,,
1082,2/4/15,M_4_S,30,,
1083,3/20/15,C_2,11,,
1084,3/20/15,C_2,20,,
1085,3/20/15,C_2,34,,
1086,3/20/15,C_2,37,,
1087,3/20/15,C_2,40,,
1088,3/20/15,M_1_E,4,,
1089,3/20/15,M_1_E,22,,
1090,3/20/15,M_1_E,23,,
1091,3/20/15,M_1_E,29,,
1092,3/20/15,M_1_E,41,,
1093,3/23/15,M_1_W,2,,
1094,3/23/15,M_1_W,7,,
1095,3/23/15,M_1_W,18,,
1096,3/23/15,M_1_W,31,,
1097,3/23/15,M_1_W,36,,
1098,3/23/15,M_4_C,11,,
1099,3/23/15,M_4_C,20,,
1100,3/23/15,M_4_C,34,,
1101,3/23/15,M_4_C,37,,
1102,3/23/15,M_4_C,40,,
1103,3/23/15,M_4_N,1,,
1104,3/23/15,M_4_N,17,,
1105,3/23/15,M_4_N,19,,
1106,3/23/15,M_4_N,45,,
1107,3/23/15,M_4_N,47,,
1108,3/24/15,M_4_S,22,,
1109,3/24/15,M_4_S,25,,
1110,3/24/15,M_4_S,43,,
1111,3/24/15,M_4_S,45,,
1112,3/24/15,M_5,12,,
1113,3/24/15,M_5,17,,
1114,3/24/15,M_5,29,,
1115,3/24/15,M_5,31,,
1116,3/24/15,M_5,48,,
1117,3/31/15,C_1,2,,
1118,3/31/15,C_1,18,,
1119,3/31/15,C_1,20,,
1120,3/31/15,C_1,22,,
1121,3/31/15,C_1,33,,
1122,3/31/15,M_2,21,,
1123,3/31/15,M_2,32,,
1124,3/31/15,M_2,42,,
1125,3/31/15,M_2,43,,
1126,3/31/15,M_2,50,,
1127,3/31/15,M_3,4,,
1128,3/31/15,M_3,11,,
1129,3/31/15,M_3,24,,
1130,3/31/15,M_3,52,,
1131,3/31/15,M_3,53,,
1132,5/19/15,C_1,4,,
1133,5/19/15,C_1,20,,
1134,5/19/15,C_1,50,,
1135,5/19/15,M_1_E,2,,
1136,5/19/15,M_1_E,7,,
1137,5/19/15,M_1_E,9,,
1138,5/19/15,M_1_E,18,,
1139,5/19/15,M_1_E,23,,
1140,5/19/15,M_1_E,38,,
1141,7/9/15,M_4_C,7,,
1142,7/9/15,M_4_C,13,,
1143,7/9/15,M_4_C,20,,
1144,7/9/15,M_4_C,39,,
1145,7/9/15,M_4_C,42,,
1146,7/9/15,M_4_N,11,,
1147,7/9/15,M_4_N,13,,
1148,7/9/15,M_4_N,15,,
1149,7/9/15,M_4_N,17,,
1150,7/9/15,M_4_N,43,,
1151,7/9/15,M_4_S,13,,
1152,7/9/15,M_4_S,14,,
1153,7/9/15,M_4_S,15,,
1154,7/9/15,M_4_S,33,,
1155,7/9/15,M_4_S,41,,
1156,7/14/15,M_1_E,15,,
1157,7/14/15,M_1_E,18,,
1158,7/14/15,M_1_E,32,,
1159,7/14/15,M_1_E,33,,
1160,7/14/15,M_1_E,34,,
1161,7/14/15,M_1_W,9,,
1162,7/14/15,M_1_W,29,,
1163,7/14/15,M_1_W,33,,
1164,7/14/15,M_1_W,34,,
1165,7/14/15,M_1_W,40,,
1166,7/14/15,M_5,21,,
1167,7/14/15,M_5,22,,
1168,7/14/15,M_5,29,,
1169,7/14/15,M_5,36,,
1170,7/14/15,M_5,38,,
1171,7/15/15,C_1,10,,
1172,7/15/15,C_1,24,,
1173,7/15/15,C_1,38,,
1174,7/15/15,C_1,43,,
1175,7/15/15,C_1,46,,
1176,7/15/15,M_2,19,,
1177,7/15/15,M_2,36,,
1178,7/15/15,M_2,39,,
1179,7/15/15,M_2,40,,
1180,7/15/15,M_2,45,,
1181,7/21/15,C_2,3,,
1182,7/21/15,C_2,19,,
1183,7/21/15,C_2,26,,
1184,7/21/15,C_2,48,,
1185,7/21/15,C_2,50,,
1186,7/21/15,M_3,7,,
1187,7/21/15,M_3,9,,
1188,7/21/15,M_3,16,,
1189,7/21/15,M_3,34,,
1190,7/21/15,M_3,38,,
1191,9/15/15,C:1,6,,
1192,9/15/15,C:1,11,,
1193,9/15/15,C:1,14,,
1194,9/15/15,C:1,27,,
1195,9/15/15,C:1,39,,
1196,9/15/15,M_1_E,7,,
1197,9/15/15,M_1_E,9,,
1198,9/15/15,M_1_E,20,,
1199,9/15/15,M_1_E,21,,
1200,9/15/15,M_1_E,30,,
1201,9/15/15,M_1_E,48,,
1202,9/15/15,M_1_W,9,,
1203,9/15/15,M_1_W,19,,
1204,9/15/15,M_1_W,24,,
1205,9/15/15,M_1_W,26,,
1206,9/15/15,M_1_W,45,,
1207,9/22/15,C_2,2,,
1208,9/22/15,C_2,4,,
1209,9/22/15,C_2,6,,
1210,9/22/15,C_2,9,,
1211,9/22/15,C_2,50,,
1212,9/22/15,M_2,12,,
1213,9/22/15,M_2,18,,
1214,9/22/15,M_2,31,,
1215,9/22/15,M_2,33,,
1216,9/22/15,M_2,42,,
1217,9/29/15,M_3,5,,
1218,9/29/15,M_3,8,,
1219,9/29/15,M_3,10,,
1220,9/29/15,M_3,28,,
1221,9/29/15,M_3,32,,
1222,9/29/15,M-4-5,10,,
1223,9/29/15,M-4-5,27,,
1224,9/29/15,M-4-5,33,,
1225,9/29/15,M-4-5,34,,
1226,9/29/15,M-4-5,35,,
1227,9/30/15,M_4_C,3,,
1228,9/30/15,M_4_C,10,,
1229,9/30/15,M_4_C,28,,
1230,9/30/15,M_4_C,35,,
1231,9/30/15,M_4_C,38,,
1232,9/30/15,M_4_N,6,,
1233,9/30/15,M_4_N,11,,
1234,9/30/15,M_4_N,27,,
1235,9/30/15,M_4_N,34,,
1236,9/30/15,M_4_N,50,,
1237,9/30/15,M_5,25,,
1238,9/30/15,M_5,27,,
1239,9/30/15,M_5,29,,
1240,9/30/15,M_5,41,,
1241,9/30/15,M_5,47,,
1242,11/12/15,M_1_E,15,,
1243,11/12/15,M_1_E,21,,
1244,11/12/15,M_1_E,30,,
1245,11/12/15,M_1_E,45,,
1246,11/12/15,M_1_E,46,,
1247,11/12/15,M_1_W,6,,
1248,11/12/15,M_1_W,21,,
1249,11/12/15,M_1_W,26,,
1250,11/12/15,M_1_W,43,,
1251,11/12/15,M_1_W,48,,
1252,11/13/15,C_1,19,,
1253,11/13/15,C_1,20,,
1254,11/13/15,C_2,3,,
1255,11/13/15,C_2,16,,
1256,11/13/15,C_2,26,,
1257,11/13/15,C_2,32,,
1258,11/13/15,C_2,39,,
1259,11/13/15,M_2,4,,
1260,11/13/15,M_2,46,,
1261,11/18/15,M_3,3,,
1262,11/18/15,M_3,7,,
1263,11/18/15,M_3,9,,
1264,11/18/15,M_3,33,,
1265,11/18/15,M_3,49,,
1266,11/19/15,M_4_S,13,,
1267,11/19/15,M_4_S,14,,
1268,11/19/15,M_4_S,17,,
1269,11/19/15,M_4_S,19,,
1270,11/19/15,M_4_S,35,,
1271,11/20/15,M_4_C,2,,
1272,11/20/15,M_4_C,23,,
1273,11/20/15,M_4_C,26,,
1274,11/20/15,M_4_C,38,,
1275,11/20/15,M_4_C,49,,
1276,11/20/15,M_4_N,3,,
1277,11/20/15,M_4_N,24,,
1278,11/20/15,M_4_N,34,,
1279,11/20/15,M_4_N,43,,
1280,11/20/15,M_4_N,48,,
1281,11/20/15,M_5,7,,
1282,11/20/15,M_5,16,,
1283,11/20/15,M_5,20,,
1284,11/20/15,M_5,23,,
1285,11/20/15,M_5,36,,
1286,1/13/16,C_1,32,,
1287,1/13/16,C_1,33,,
1288,1/13/16,C_1,39,,
1289,1/13/16,C_1,44,,
1290,1/13/16,C_1,50,,
1291,1/13/16,M_1_E,5,,
1292,1/13/16,M_1_E,10,,
1293,1/13/16,M_1_E,20,,
1294,1/13/16,M_1_E,26,,
1295,1/13/16,M_1_E,29,,
1296,1/13/16,M_1_W,9,,
1297,1/13/16,M_1_W,38,,
1298,1/13/16,M_1_W,41,,
1299,1/13/16,M_1_W,42,,
1300,1/13/16,M_1_W,48,,
1301,1/13/16,M_2,27,,
1302,1/13/16,M_2,46,,
1303,1/13/16,M_2,47,,
1304,1/25/16,C_2,6,,
1305,1/25/16,C_2,9,,
1306,1/25/16,C_2,22,,
1307,1/25/16,C_2,25,,
1308,1/25/16,C_2,34,,
1309,1/25/16,M_3,5,,
1310,1/25/16,M_3,17,,
1311,1/25/16,M_3,25,,
1312,1/25/16,M_3,29,,
1313,1/25/16,M_3,39,,
1314,1/25/16,M_4_S,4,,
1315,1/25/16,M_4_S,9,,
1316,1/25/16,M_4_S,32,,
1317,1/25/16,M_4_S,36,,
1318,1/25/16,M_4_S,41,,
1319,1/27/16,M_2,3,,
1320,1/27/16,M_2,6,,
1321,1/27/16,M_4_C,3,,
1322,1/27/16,M_4_C,5,,
1323,1/27/16,M_4_C,8,,
1324,1/27/16,M_4_C,20,,
1325,1/27/16,M_4_C,24,,
1326,1/27/16,M_4_N,4,,
1327,1/27/16,M_4_N,6,,
1328,1/27/16,M_4_N,15,,
1329,1/27/16,M_4_N,26,,
1330,1/27/16,M_4_N,38,,
1331,1/27/16,M_5,6,,
1332,1/27/16,M_5,13,,
1333,1/27/16,M_5,19,,
1334,1/27/16,M_5,47,,
1335,1/27/16,M_5,49,,
1336,3/2/16,M_1_E,2,,
1337,3/2/16,M_1_E,8,,
1338,3/2/16,M_1_E,13,,
1339,3/2/16,M_1_E,43,,
1340,3/2/16,M_1_E,48,,
1341,3/2/16,M_1_W,18,,
1342,3/2/16,M_1_W,19,,
1343,3/2/16,M_1_W,26,,
1344,3/2/16,M_1_W,30,,
1345,3/2/16,M_1_W,33,,
1346,3/14/16,C_1,13,,
1347,3/14/16,C_1,21,,
1348,3/14/16,C_1,26,,
1349,3/14/16,C_1,31,,
1350,3/14/16,C_1,48,,
1351,3/14/16,M_2,13,,
1352,3/14/16,M_2,28,,
1353,3/14/16,M_2,32,,
1354,3/14/16,M_2,35,,
1355,3/14/16,M_2,47,,
1356,3/15/16,C_2,3,,
1357,3/15/16,C_2,21,,
1358,3/15/16,C_2,37,,
1359,3/15/16,C_2,44,,
1360,3/15/16,C_2,50,,
1361,3/15/16,M_3,7,,
1362,3/15/16,M_3,14,,
1363,3/15/16,M_3,20,,
1364,3/15/16,M_3,44,,
1365,3/15/16,M_3,47,,
1366,3/15/16,M_4_S,4,,
1367,3/15/16,M_4_S,12,,
1368,3/15/16,M_4_S,15,,
1369,3/15/16,M_4_S,32,,
1370,3/15/16,M_4_S,48,,
1371,3/16/16,M_4_C,5,,
1372,3/16/16,M_4_C,21,,
1373,3/16/16,M_4_C,33,,
1374,3/16/16,M_4_C,34,,
1375,3/16/16,M_4_C,42,,
1376,3/16/16,M_4_N,6,,
1377,3/16/16,M_4_N,28,,
1378,3/16/16,M_4_N,30,,
1379,3/16/16,M_4_N,35,,
1380,3/16/16,M_4_N,43,,
1381,3/16/16,M_5,4,,
1382,3/16/16,M_5,6,,
1383,3/16/16,M_5,30,,
1384,3/16/16,M_5,31,,
1385,3/16/16,M_5,45,,
1386,5/11/16,M_1_E,5,,
1387,5/11/16,M_1_E,6,,
1388,5/11/16,M_1_E,22,,
1389,5/11/16,M_1_E,24,,
1390,5/11/16,M_1_E,29,,
1391,5/11/16,M_4_N,12,,
1392,5/11/16,M_4_N,18,,
1393,5/11/16,M_4_N,32,,
1394,5/11/16,M_4_N,39,,
1395,5/11/16,M_4_N,42,,
1396,5/12/16,C_1,1,,
1397,5/12/16,C_1,7,,
1398,5/12/16,C_1,12,,
1399,5/12/16,C_1,20,,
1400,5/12/16,C_1,36,,
1401,5/12/16,M_1_W,2,,
1402,5/12/16,M_1_W,6,,
1403,5/12/16,M_1_W,13,,
1404,5/12/16,M_1_W,28,,
1405,5/12/16,M_1_W,47,,
1406,5/12/16,M_2,14,,
1407,5/12/16,M_2,15,,
1408,5/12/16,M_2,16,,
1409,5/12/16,M_2,24,,
1410,5/12/16,M_2,39,,
1411,5/13/16,C_2,19,,
1412,5/13/16,C_2,22,,
1413,5/13/16,C_2,31,,
1414,5/13/16,C_2,38,,
1415,5/13/16,C_2,43,,
1416,5/13/16,M_3,20,,
1417,5/13/16,M_3,22,,
1418,5/13/16,M_3,32,,
1419,5/13/16,M_3,34,,
1420,5/13/16,M_3,43,,
1421,5/13/16,M_4_C,2,,
1422,5/13/16,M_4_C,21,,
1423,5/13/16,M_4_C,28,,
1424,5/13/16,M_4_C,32,,
1425,5/13/16,M_4_C,37,,
1426,5/13/16,M_4_S,6,,
1427,5/13/16,M_4_S,20,,
1428,5/13/16,M_4_S,26,,
1429,5/13/16,M_4_S,31,,
1430,5/13/16,M_4_S,50,,
1431,5/13/16,M_5,8,,
1432,5/13/16,M_5,20,,
1433,5/13/16,M_5,23,,
1434,5/13/16,M_5,42,,
1435,5/13/16,M_5,46,,
1436,7/11/16,m1e,19,,
1437,7/11/16,m1e,26,,
1438,7/11/16,m1e,27,,
1439,7/11/16,m1e,28,,
1440,7/11/16,m1e,38,,
1441,7/11/16,m1w,5,,
1442,7/11/16,m1w,15,,
1443,7/11/16,m1w,17,,
1444,7/11/16,m1w,28,,
1445,7/11/16,m1w,48,,
1446,7/13/16,c1,3,,
1447,7/13/16,c1,6,,
1448,7/13/16,c1,28,,
1449,7/13/16,c1,30,,
1450,7/13/16,c1,48,,
1451,7/13/16,m2,9,,
1452,7/13/16,m2,21,,
1453,7/13/16,m2,28,,
1454,7/13/16,m2,34,,
1455,7/13/16,m2,50,,
1456,7/18/16,c2,13,,
1457,7/18/16,c2,17,,
1458,7/18/16,c2,22,,
1459,7/18/16,c2,23,,
1460,7/18/16,c2,41,,
1461,7/18/16,m3,10,,
1462,7/18/16,m3,20,,
1463,7/18/16,m3,28,,
1464,7/18/16,m3,43,,
1465,7/18/16,m3,49,,
1466,7/18/16,m4s,10,,
1467,7/18/16,m4s,23,,
1468,7/18/16,m4s,32,,
1469,7/18/16,m4s,36,,
1470,7/18/16,m4s,42,,
1471,7/25/16,m4c,5,,
1472,7/25/16,m4c,23,,
1473,7/25/16,m4c,32,,
1474,7/25/16,m4c,36,,
1475,7/25/16,m4c,42,,
1476,7/25/16,m4n,8,,
1477,7/25/16,m4n,30,,
1478,7/25/16,m4n,39,,
1479,7/25/16,m4n,41,,
1480,7/25/16,m4n,47,,
1481,7/25/16,m5,10,,
1482,7/25/16,m5,18,,
1483,7/25/16,m5,23,,
1484,7/25/16,m5,34,,
1485,7/25/16,m5,44,,
1486,9/7/16,m1e,6,,
1487,9/7/16,m1e,18,,
1488,9/7/16,m1e,21,,
1489,9/7/16,m1e,23,,
1490,9/7/16,m1e,44,,
1491,9/7/16,m1w,25,,
1492,9/7/16,m1w,45,,
1493,9/7/16,m1w,47,,
1494,9/7/16,m1w,48,,
1495,9/7/16,m1w,50,,
1496,9/12/16,c1,16,,
1497,9/12/16,c1,29,,
1498,9/12/16,c1,32,,
1499,9/12/16,c1,35,,
1500,9/12/16,c1,44,,
1501,9/12/16,m2,3,,
1502,9/12/16,m2,9,,
1503,9/12/16,m2,32,,
1504,9/12/16,m2,47,,
1505,9/12/16,m2,50,,
1506,9/26/16,c2,4,,
1507,9/26/16,c2,7,,
1508,9/26/16,c2,9,,
1509,9/26/16,c2,38,,
1510,9/26/16,c2,46,,
1511,9/26/16,m3,13,,
1512,9/26/16,m3,21,,
1513,9/26/16,m3,29,,
1514,9/26/16,m3,33,,
1515,9/26/16,m3,47,,
1516,9/26/16,m4s,4,,
1517,9/26/16,m4s,19,,
1518,9/26/16,m4s,29,,
1519,9/26/16,m4s,34,,
1520,9/26/16,m4s,38,,
1521,9/30/16,m4c,6,,
1522,9/30/16,m4c,26,,
1523,9/30/16,m4c,28,,
1524,9/30/16,m4c,38,,
1525,9/30/16,m4c,41,,
1526,9/30/16,m4n,16,,
1527,9/30/16,m4n,28,,
1528,9/30/16,m4n,33,,
1529,9/30/16,m4n,45,,
1530,9/30/16,m4n,48,,
1531,9/30/16,m5,2,,
1532,9/30/16,m5,6,,
1533,9/30/16,m5,17,,
1534,9/30/16,m5,28,,
1535,9/30/16,m5,48,,
1536,11/2/16,c1,1,,
1537,11/2/16,c1,5,,
1538,11/2/16,c1,6,,
1539,11/2/16,c1,15,,
1540,11/2/16,c1,50,,
1541,11/2/16,m1e,6,,
1542,11/2/16,m1e,7,,
1543,11/2/16,m1e,28,,
1544,11/2/16,m1e,30,,
1545,11/2/16,m1e,43,,
1546,11/2/16,m1w,15,,
1547,11/2/16,m1w,30,,
1548,11/2/16,m1w,36,,
1549,11/2/16,m1w,42,,
1550,11/2/16,m1w,43,,
1551,11/2/16,m2,49,,
1552,11/2/16,m2,50,,
1553,11/7/16,m2,4,,
1554,11/7/16,m2,10,,
1555,11/7/16,m2,18,,
1556,11/7/16,m2,50,,
1557,11/10/16,c2,4,,
1558,11/10/16,c2,10,,
1559,11/10/16,c2,18,,
1560,11/10/16,c2,49,,
1561,11/10/16,c2,50,,
1562,11/10/16,m3,4,,
1563,11/10/16,m3,7,,
1564,11/10/16,m3,17,,
1565,11/10/16,m3,24,,
1566,11/10/16,m3,50,,
1567,11/18/16,m4c,6,,
1568,11/18/16,m4c,18,,
1569,11/18/16,m4c,21,,
1570,11/18/16,m4c,34,,
1571,11/18/16,m4c,46,,
1572,11/18/16,m4s,16,,
1573,11/18/16,m4s,24,,
1574,11/18/16,m4s,27,,
1575,11/18/16,m4s,39,,
1576,11/18/16,m4s,47,,
1577,11/30/16,m4n,16,,
1578,11/30/16,m4n,24,,
1579,11/30/16,m4n,27,,
1580,11/30/16,m4n,39,,
1581,11/30/16,m4n,47,,
1582,11/30/16,m5,13,,
1583,11/30/16,m5,14,,
1584,11/30/16,m5,17,,
1585,11/30/16,m5,24,,
1586,1/6/17,M_1_E,1,,
1587,1/6/17,M_1_E,14,,
1588,1/6/17,M_1_E,28,,
1589,1/6/17,M_1_E,40,,
1590,1/6/17,M_1_E,47,,
1591,1/6/17,M_1_W,9,,
1592,1/6/17,M_1_W,15,,
1593,1/6/17,M_1_W,29,,
1594,1/6/17,M_1_W,33,,
1595,1/6/17,M_1_W,37,,
1596,1/18/17,C_1,5,,
1597,1/18/17,C_1,12,,
1598,1/18/17,C_1,24,,
1599,1/18/17,C_1,40,,
1600,1/18/17,C_1,43,,
1601,1/23/17,C_2,4,,
1602,1/23/17,C_2,23,,
1603,1/23/17,C_2,26,,
1604,1/23/17,C_2,33,,
1605,1/23/17,C_2,40,,
1606,1/23/17,M_2,3,,
1607,1/23/17,M_2,17,,
1608,1/23/17,M_2,25,,
1609,1/23/17,M_2,29,,
1610,1/23/17,M_2,38,,
1611,1/25/17,M_3,7,,
1612,1/25/17,M_3,10,,
1613,1/25/17,M_3,14,,
1614,1/25/17,M_3,29,,
1615,1/25/17,M_3,31,,
1616,1/25/17,M_4_N,27,,
1617,1/25/17,M_4_N,44,,
1618,1/25/17,M_4_N,46,,
1619,1/25/17,M_4_N,49,,
1620,1/25/17,M_4_N,50,,
1621,1/25/17,M_5,13,,
1622,1/25/17,M_5,31,,
1623,1/25/17,M_5,36,,
1624,1/25/17,M_5,42,,
1625,1/25/17,M_5,47,,
1626,1/30/17,M_4_C,1,,
1627,1/30/17,M_4_C,2,,
1628,1/30/17,M_4_C,32,,
1629,1/30/17,M_4_C,33,,
1630,1/30/17,M_4_C,43,,
1631,1/30/17,M_4_S,4,,
1632,1/30/17,M_4_S,13,,
1633,1/30/17,M_4_S,22,,
1634,1/30/17,M_4_S,28,,
1635,1/30/17,M_4_S,45,,
1636,3/13/17,M-1-E,49,NA,
1637,3/13/17,M-1-E,44,NA,
1638,3/13/17,M-1-E,36,NA,
1639,3/13/17,M-1-E,13,NA,
1640,3/13/17,M-1-E,9,NA,
